"ANNREF","CANTON","CANTON_MOD","CANTON_LIB","RA_3010_DIM2","RA_3010_DIM2_MOD","RA_3010_DIM2_LIB","RA_3010_DIM3","RA_3010_DIM3_MOD","RA_3010_DIM3_LIB","N118","N118_MOD","N118_LIB","N118.1","N118_MOD.1","N118_LIB.1","N027","N027_MOD","N027_LIB","VALEUR","QUALITE","�..NOM"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",15,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",1125,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",5,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",39,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",11,"Total Porcins","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",99,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",26,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",9,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",73,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",99,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",26,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",9,"OUI","RA_3010"
2010,"CANTON","2A02","2A02 - Bastelica","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",73,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",24,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",979,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",8,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",294,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",16,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",685,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",355,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",5,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",133,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",8,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",222,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",24,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",609,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",6,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",72,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A06","2A06 - Celavo-Mezzana","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",24,"OUI","RA_3010"
